events,date
,2022-07-08
"[{'type': '产品行为发布', 'offset': [28, 30], 'trigger': '发布', 'arguments': [{'mention': '上海银行', 'offset': [24, 28], 'role': '发布方'}, {'mention': '6月30日', 'offset': [18, 23], 'role': '时间'}, {'mention': '《2021年度环境信息披露报告', 'offset': [30, 45], 'role': '发布产品'}]}]",
,2022-07-07
"[{'type': '介绍/引荐', 'offset': [502, 504], 'trigger': '介绍', 'arguments': [{'mention': '中国人民大学重阳金融研究院联合21世纪经济研究院', 'offset': [5, 29], 'role': '地点'}, {'mention': '7月5日', 'offset': [0, 4], 'role': '时间'}]}]",
,2022-07-07
[],
,2022-07-07
"[{'type': '股份股权转让', 'offset': [37, 39], 'trigger': '发行', 'arguments': [{'mention': '中国银行', 'offset': [113, 117], 'role': '股份股权转让-obj-org'}, {'mention': '7月4日', 'offset': [16, 20], 'role': '股份股权转让-date'}, {'mention': '厦门银行', 'offset': [27, 31], 'role': '股份股权转让-target-company'}, {'mention': '4.5亿元', 'offset': [253, 258], 'role': '股份股权转让-money'}]}, {'type': '股份股权转让', 'offset': [212, 214], 'trigger': '认购', 'arguments': [{'mention': '中国银行', 'offset': [113, 117], 'role': '股份股权转让-obj-org'}, {'mention': '4.5亿元', 'offset': [253, 258], 'role': '股份股权转让-money'}, {'mention': '厦门银行', 'offset': [27, 31], 'role': '股份股权转让-target-company'}, {'mention': '7月4日', 'offset': [16, 20], 'role': '股份股权转让-date'}]}, {'type': '投资', 'offset': [212, 214], 'trigger': '认购', 'arguments': [{'mention': '中国银行', 'offset': [113, 117], 'role': '股份股权转让-obj-org'}, {'mention': '7月4日', 'offset': [16, 20], 'role': '股份股权转让-date'}, {'mention': '厦门银行', 'offset': [27, 31], 'role': '股份股权转让-target-company'}, {'mention': '4.5亿元', 'offset': [253, 258], 'role': '股份股权转让-money'}]}]",
,2022-07-07
[],
,2022-07-06
"[{'type': '投资', 'offset': [436, 438], 'trigger': '投资', 'arguments': [{'mention': '中国人民大学重阳金融研究院联合21世纪经济研究院', 'offset': [5, 29], 'role': '地点'}, {'mention': '7月5日', 'offset': [0, 4], 'role': '时间'}]}]",
,2022-07-06
"[{'type': '介绍/引荐', 'offset': [219, 221], 'trigger': '分享', 'arguments': [{'mention': '生态环境部等九部委', 'offset': [99, 108], 'role': '发布方'}, {'mention': '气候投融资地方实践试点工作的通知', 'offset': [117, 133], 'role': '发布产品'}, {'mention': '2021年12月', 'offset': [90, 98], 'role': '时间'}]}]",
,2022-07-06
"[{'type': '介绍/引荐', 'offset': [220, 222], 'trigger': '引进', 'arguments': [{'mention': '北京城市副中心', 'offset': [104, 111], 'role': '地点'}, {'mention': '7月5日', 'offset': [39, 43], 'role': '时间'}]}]",
,2022-07-06
[],
,2022-07-06
"[{'type': '通知/提醒', 'offset': [100, 102], 'trigger': '声明', 'arguments': [{'mention': '公司债券', 'offset': [111, 115], 'role': '发布产品'}, {'mention': '7月4日', 'offset': [90, 94], 'role': '时间'}, {'mention': '欧央行', 'offset': [95, 98], 'role': '发布方'}]}]",
,2022-07-05
"[{'type': '支付/给付', 'offset': [100, 104], 'trigger': '发放贷款', 'arguments': [{'mention': '对保护环境有益的企业债券', 'offset': [60, 72], 'role': '发布产品'}, {'mention': '欧洲央行', 'offset': [9, 13], 'role': '发布方'}, {'mention': '7月4日', 'offset': [4, 8], 'role': '时间'}]}, {'type': '通知/提醒', 'offset': [13, 17], 'trigger': '发表声明', 'arguments': [{'mention': '欧洲央行', 'offset': [9, 13], 'role': '发布方'}, {'mention': '7月4日', 'offset': [4, 8], 'role': '时间'}, {'mention': '对保护环境有益的企业债券', 'offset': [60, 72], 'role': '发布产品'}]}, {'type': '减持', 'offset': [58, 60], 'trigger': '增持', 'arguments': [{'mention': '7月4日', 'offset': [4, 8], 'role': '时间'}, {'mention': '对保护环境有益的企业债券', 'offset': [60, 72], 'role': '发布产品'}, {'mention': '欧洲央行', 'offset': [9, 13], 'role': '发布方'}]}, {'type': '要求/请求', 'offset': [89, 91], 'trigger': '要求', 'arguments': [{'mention': '欧洲央行', 'offset': [9, 13], 'role': '发布方'}, {'mention': '7月4日', 'offset': [4, 8], 'role': '时间'}, {'mention': '对保护环境有益的企业债券', 'offset': [60, 72], 'role': '发布产品'}]}]",
,2022-07-05
"[{'type': '投资', 'offset': [145, 147], 'trigger': '投资', 'arguments': [{'mention': '中央国债登记结算有限责任公司中债研发中心', 'offset': [48, 68], 'role': '发布方'}, {'mention': '中国绿色债券', 'offset': [78, 84], 'role': '发布产品'}, {'mention': '7月4日', 'offset': [68, 72], 'role': '时间'}]}, {'type': '股份股权转让', 'offset': [19, 22], 'trigger': '发行量', 'arguments': [{'mention': '中央国债登记结算有限责任公司中债研发中心', 'offset': [48, 68], 'role': '发布方'}, {'mention': '7月4日', 'offset': [68, 72], 'role': '时间'}, {'mention': '中国绿色债券', 'offset': [78, 84], 'role': '发布产品'}]}]",
,2022-07-05
"[{'type': '投资', 'offset': [12, 14], 'trigger': '投资', 'arguments': [{'mention': '7月4日', 'offset': [75, 79], 'role': '投资-date'}, {'mention': '农银汇理绿色能源混合型证券投资基金', 'offset': [44, 61], 'role': '投资-obj'}]}]",
,2022-07-05
"[{'type': '减持', 'offset': [60, 62], 'trigger': '涨停', 'arguments': [{'mention': '北向资金', 'offset': [206, 210], 'role': '投资-sub'}, {'mention': '1.49亿元', 'offset': [106, 112], 'role': '投资-money'}, {'mention': '碳中和ETF', 'offset': [14, 20], 'role': '投资-obj'}]}]",
,2022-07-05
[],
,2022-07-05
[],
,2022-07-04
[],
,2022-07-04
"[{'type': '卖出', 'offset': [15, 17], 'trigger': '开售', 'arguments': [{'mention': '中证上海环交所碳中和指数', 'offset': [22, 34], 'role': '股份股权转让-target-company'}]}]",
,2022-07-04
"[{'type': '运输/运送', 'offset': [43, 45], 'trigger': '出访', 'arguments': [{'mention': '8月', 'offset': [224, 226], 'role': '时间'}, {'mention': '北溪一号设备', 'offset': [140, 146], 'role': '地点'}]}, {'type': '通知/提醒', 'offset': [55, 57], 'trigger': '喊话', 'arguments': [{'mention': '8月', 'offset': [224, 226], 'role': '时间'}, {'mention': '北溪一号设备', 'offset': [140, 146], 'role': '地点'}]}, {'type': '爆炸事故', 'offset': [113, 115], 'trigger': '爆炸', 'arguments': [{'mention': '8月', 'offset': [224, 226], 'role': '时间'}, {'mention': '北溪一号设备', 'offset': [140, 146], 'role': '地点'}]}]",
,2022-07-04
[],
,2022-07-04
"[{'type': '投资', 'offset': [26, 28], 'trigger': '投资', 'arguments': [{'mention': '招商基金', 'offset': [126, 130], 'role': '发布方'}, {'mention': '富国基金', 'offset': [116, 120], 'role': '发布方'}, {'mention': '广发基金', 'offset': [136, 140], 'role': '发布方'}, {'mention': '汇添富基金', 'offset': [110, 115], 'role': '发布方'}, {'mention': '工银瑞信基金', 'offset': [103, 109], 'role': '发布方'}, {'mention': '7月4日', 'offset': [146, 150], 'role': '时间'}, {'mention': '易方达基金', 'offset': [97, 102], 'role': '发布方'}]}, {'type': '股份股权转让', 'offset': [688, 690], 'trigger': '发行', 'arguments': [{'mention': '富国基金', 'offset': [116, 120], 'role': '发布方'}, {'mention': '招商基金', 'offset': [126, 130], 'role': '发布方'}, {'mention': '广发基金', 'offset': [136, 140], 'role': '发布方'}, {'mention': '汇添富基金', 'offset': [110, 115], 'role': '发布方'}, {'mention': '易方达基金', 'offset': [97, 102], 'role': '发布方'}, {'mention': '工银瑞信基金', 'offset': [103, 109], 'role': '发布方'}, {'mention': '7月4日', 'offset': [146, 150], 'role': '时间'}]}]",
,2022-07-04
[],
,2022-07-04
"[{'type': '通知/提醒', 'offset': [13, 15], 'trigger': '发布', 'arguments': [{'mention': '山东高速集团', 'offset': [5, 11], 'role': '发布方'}, {'mention': '10亿元“碳中和”中期票据', 'offset': [35, 48], 'role': '发布产品'}, {'mention': '6月29日', 'offset': [19, 24], 'role': '时间'}]}, {'type': '投资', 'offset': [83, 87], 'trigger': '募集资金', 'arguments': [{'mention': '10亿元“碳中和”中期票据', 'offset': [35, 48], 'role': '发布产品'}, {'mention': '6月29日', 'offset': [19, 24], 'role': '时间'}, {'mention': '山东高速集团', 'offset': [5, 11], 'role': '发布方'}]}]",
,2022-07-04
"[{'type': '投资', 'offset': [236, 238], 'trigger': '投资', 'arguments': [{'mention': '东方金诚绿色金融部助理总经理方怡向', 'offset': [151, 168], 'role': '投资-sub'}, {'mention': '绿色债券', 'offset': [7, 11], 'role': '投资-obj'}]}, {'type': '股份股权转让', 'offset': [43, 45], 'trigger': '发行', 'arguments': [{'mention': '绿色债券', 'offset': [7, 11], 'role': '投资-obj'}, {'mention': '东方金诚绿色金融部助理总经理方怡向', 'offset': [151, 168], 'role': '投资-sub'}]}]",
,2022-07-04
"[{'type': '减持', 'offset': [15, 17], 'trigger': '减排', 'arguments': [{'mention': '碳排放', 'offset': [212, 215], 'role': '交易物'}]}]",
,2022-07-04
"[{'type': '质押', 'offset': [43, 45], 'trigger': '质押', 'arguments': [{'mention': '6月30日', 'offset': [0, 5], 'role': '质押-date'}, {'mention': '华夏银行武汉分行', 'offset': [6, 14], 'role': '质押-sub-org'}, {'mention': '碳排放权', 'offset': [39, 43], 'role': '质押-collateral'}]}]",
,2022-07-01
"[{'type': '签订合同/订立协议', 'offset': [60, 62], 'trigger': '签订', 'arguments': [{'mention': '日前', 'offset': [0, 2], 'role': '时间'}, {'mention': '牡蛎养殖碳汇指数保险', 'offset': [41, 51], 'role': '约谈对象'}, {'mention': '中国人寿财险乳山支公司与山东灯塔水母海洋科技有限公司', 'offset': [3, 29], 'role': '约谈发起方'}]}]",
,2022-07-01
[],
,2022-07-01
"[{'type': '获利', 'offset': [25, 27], 'trigger': '获批', 'arguments': [{'mention': '6月28日', 'offset': [0, 5], 'role': '时间'}, {'mention': '首批8只中证上海环交所碳中和ETF', 'offset': [6, 23], 'role': '发布产品'}, {'mention': '上海环境能源交易所', 'offset': [217, 226], 'role': '发布方'}]}, {'type': '介绍/引荐', 'offset': [42, 44], 'trigger': '跟踪', 'arguments': [{'mention': '首批8只中证上海环交所碳中和ETF', 'offset': [6, 23], 'role': '发布产品'}, {'mention': '6月28日', 'offset': [0, 5], 'role': '时间'}, {'mention': '上海环境能源交易所', 'offset': [217, 226], 'role': '发布方'}]}]",
,2022-07-01
"[{'type': '介绍/引荐', 'offset': [36, 38], 'trigger': '揭牌', 'arguments': [{'mention': '绿地集团旗下企业', 'offset': [80, 88], 'role': '发布方'}, {'mention': '首款全民碳中和概念公益服务产品—零碳益', 'offset': [60, 79], 'role': '发布产品'}, {'mention': '6月30日', 'offset': [0, 5], 'role': '时间'}]}, {'type': '介绍/引荐', 'offset': [57, 59], 'trigger': '展示', 'arguments': [{'mention': '绿地集团旗下企业', 'offset': [80, 88], 'role': '发布方'}, {'mention': '6月30日', 'offset': [0, 5], 'role': '时间'}, {'mention': '首款全民碳中和概念公益服务产品—零碳益', 'offset': [60, 79], 'role': '发布产品'}]}, {'type': '签订合同/订立协议', 'offset': [194, 196], 'trigger': '协议', 'arguments': [{'mention': '6月30日', 'offset': [0, 5], 'role': '时间'}, {'mention': '首款全民碳中和概念公益服务产品—零碳益', 'offset': [60, 79], 'role': '发布产品'}, {'mention': '绿地集团旗下企业', 'offset': [80, 88], 'role': '发布方'}]}]",
,2022-06-30
"[{'type': '获利', 'offset': [47, 49], 'trigger': '获批', 'arguments': [{'mention': '6月28日', 'offset': [0, 5], 'role': '股份股权转让-date'}, {'mention': '中证环交所碳中和指数', 'offset': [164, 174], 'role': '股份股权转让-target-company'}, {'mention': '大成基金', 'offset': [21, 25], 'role': '股份股权转让-obj-org'}, {'mention': '指数', 'offset': [172, 174], 'role': '股份股权转让-collateral'}]}, {'type': '减持', 'offset': [218, 220], 'trigger': '减排', 'arguments': [{'mention': '大成基金', 'offset': [21, 25], 'role': '股份股权转让-obj-org'}, {'mention': '指数', 'offset': [172, 174], 'role': '股份股权转让-collateral'}, {'mention': '6月28日', 'offset': [0, 5], 'role': '股份股权转让-date'}, {'mention': '中证环交所碳中和指数', 'offset': [164, 174], 'role': '股份股权转让-target-company'}]}]",
,2022-06-30
"[{'type': '股份股权转让', 'offset': [142, 144], 'trigger': '新增', 'arguments': [{'mention': '碳中和ETF(159790)', 'offset': [26, 40], 'role': '涨停股票'}, {'mention': '6月30日', 'offset': [0, 5], 'role': '时间'}]}, {'type': '投资', 'offset': [142, 144], 'trigger': '新增', 'arguments': [{'mention': '碳中和ETF(159790)', 'offset': [26, 40], 'role': '涨停股票'}, {'mention': '6月30日', 'offset': [0, 5], 'role': '时间'}]}]",
,2022-06-30
"[{'type': '投资', 'offset': [8, 10], 'trigger': '投资', 'arguments': [{'mention': '6月28日', 'offset': [13, 18], 'role': '时间'}, {'mention': '易方达、招商、广发、富国、汇添富、南方、工银瑞信、大成等8家基金公司旗下首批碳中和ETF', 'offset': [19, 63], 'role': '发布方'}]}]",
,2022-06-30
"[{'type': '获利', 'offset': [44, 46], 'trigger': '获批', 'arguments': [{'mention': '近日', 'offset': [0, 2], 'role': '时间'}, {'mention': '南方基金', 'offset': [3, 7], 'role': '发布方'}, {'mention': '招商基金', 'offset': [13, 17], 'role': '发布方'}, {'mention': '大成基金等4家公司作为管理人的中证环交所碳中和ETF', 'offset': [18, 44], 'role': '发布方'}, {'mention': '工银瑞信', 'offset': [8, 12], 'role': '发布方'}, {'mention': '中证环交所碳中和指数', 'offset': [161, 171], 'role': '发布产品'}]}, {'type': '减持', 'offset': [215, 217], 'trigger': '减排', 'arguments': [{'mention': '南方基金', 'offset': [3, 7], 'role': '发布方'}, {'mention': '招商基金', 'offset': [13, 17], 'role': '发布方'}, {'mention': '工银瑞信', 'offset': [8, 12], 'role': '发布方'}, {'mention': '大成基金等4家公司作为管理人的中证环交所碳中和ETF', 'offset': [18, 44], 'role': '发布方'}, {'mention': '近日', 'offset': [0, 2], 'role': '时间'}, {'mention': '中证环交所碳中和指数', 'offset': [161, 171], 'role': '发布产品'}]}]",
,2022-06-30
"[{'type': '要求/请求', 'offset': [2767, 2769], 'trigger': '要求', 'arguments': [{'mention': '日前', 'offset': [76, 78], 'role': '时间'}, {'mention': '上海环境能源交易所总经理刘杰', 'offset': [206, 220], 'role': '约谈对象'}, {'mention': '上海市十五届人大常委会', 'offset': [79, 90], 'role': '约谈发起方'}, {'mention': '参与立法过程的复旦大学经济学院党委副书记、绿色金融研究中心执行主任李志青', 'offset': [221, 257], 'role': '约谈对象'}]}]",
,2022-06-29
"[{'type': '要求/请求', 'offset': [1217, 1219], 'trigger': '要求', 'arguments': [{'mention': '前不久', 'offset': [120, 123], 'role': '时间'}, {'mention': '国务院', 'offset': [1, 4], 'role': '发布方'}, {'mention': '鼓励电动车消费', 'offset': [127, 134], 'role': '发布产品'}]}]",
,2022-06-29
"[{'type': '减持', 'offset': [74, 76], 'trigger': '减排', 'arguments': [{'mention': '6月28日', 'offset': [92, 97], 'role': '减持-date'}, {'mention': '比亚迪', 'offset': [150, 153], 'role': '减持-obj'}, {'mention': '隆基绿能', 'offset': [128, 132], 'role': '减持-obj'}]}]",
,2022-06-29
"[{'type': '获利', 'offset': [35, 37], 'trigger': '获批', 'arguments': [{'mention': '6月28日', 'offset': [0, 5], 'role': '时间'}, {'mention': '上海证券交易所和中证指数有限公司', 'offset': [101, 117], 'role': '发布方'}, {'mention': '中证上海环交所碳中和指数', 'offset': [69, 81], 'role': '发布产品'}]}, {'type': '减持', 'offset': [186, 188], 'trigger': '减排', 'arguments': [{'mention': '中证上海环交所碳中和指数', 'offset': [69, 81], 'role': '发布产品'}, {'mention': '6月28日', 'offset': [0, 5], 'role': '时间'}, {'mention': '上海证券交易所和中证指数有限公司', 'offset': [101, 117], 'role': '发布方'}]}]",
,2022-06-29
"[{'type': '投资', 'offset': [154, 156], 'trigger': '投资', 'arguments': [{'mention': '汇添富', 'offset': [68, 71], 'role': '发布方'}, {'mention': '由易方达、广发、富国、汇添富、南方、招商、工银瑞信、大成共8家基金公司申报的碳中和ETF', 'offset': [57, 101], 'role': '发布产品'}, {'mention': '大成共8家基金公司申报的碳中和ETF', 'offset': [83, 101], 'role': '发布方'}, {'mention': '南方', 'offset': [72, 74], 'role': '发布方'}, {'mention': '富国', 'offset': [65, 67], 'role': '发布方'}, {'mention': '工银瑞信', 'offset': [78, 82], 'role': '发布方'}, {'mention': '易方达', 'offset': [58, 61], 'role': '发布方'}, {'mention': '招商', 'offset': [75, 77], 'role': '发布方'}, {'mention': '广发', 'offset': [62, 64], 'role': '发布方'}]}]",
,2022-06-29
"[{'type': '产品行为发布', 'offset': [244, 246], 'trigger': '发布', 'arguments': [{'mention': '5月10日', 'offset': [234, 239], 'role': '时间'}, {'mention': '平安银行', 'offset': [240, 244], 'role': '发布方'}, {'mention': '个人碳账户“低碳家园”', 'offset': [246, 257], 'role': '发布产品'}]}, {'type': '产品行为发布', 'offset': [15, 17], 'trigger': '推出', 'arguments': [{'mention': '平安银行', 'offset': [240, 244], 'role': '发布方'}, {'mention': '5月10日', 'offset': [234, 239], 'role': '时间'}, {'mention': '个人碳账户“低碳家园”', 'offset': [246, 257], 'role': '发布产品'}]}]",
,2022-06-28
"[{'type': '介绍/引荐', 'offset': [156, 158], 'trigger': '介绍', 'arguments': [{'mention': '人民银行', 'offset': [3, 7], 'role': '发布方'}, {'mention': '去年', 'offset': [206, 208], 'role': '时间'}, {'mention': '碳减排支持工具和支持煤炭清洁高效利用专项再贷款两个新的货币政策工具', 'offset': [211, 244], 'role': '发布产品'}]}, {'type': '放贷', 'offset': [45, 47], 'trigger': '贷款', 'arguments': [{'mention': '去年', 'offset': [206, 208], 'role': '时间'}, {'mention': '人民银行', 'offset': [3, 7], 'role': '发布方'}, {'mention': '碳减排支持工具和支持煤炭清洁高效利用专项再贷款两个新的货币政策工具', 'offset': [211, 244], 'role': '发布产品'}]}]",
,2022-06-28
"[{'type': '投资', 'offset': [21, 23], 'trigger': '投资', 'arguments': [{'mention': '南方基金', 'offset': [6, 10], 'role': '投资-obj'}, {'mention': '南方基金', 'offset': [6, 10], 'role': '投资-sub'}]}]",
,2022-06-28
"[{'type': '介绍/引荐', 'offset': [47, 49], 'trigger': '指导', 'arguments': [{'mention': '新浪财经和中信出版集团', 'offset': [50, 61], 'role': '地点'}, {'mention': '第二届ESG全球领导者峰会', 'offset': [0, 13], 'role': '活动名称'}]}, {'type': '支付/给付', 'offset': [187, 189], 'trigger': '补贴', 'arguments': [{'mention': '第二届ESG全球领导者峰会', 'offset': [0, 13], 'role': '活动名称'}, {'mention': '新浪财经和中信出版集团', 'offset': [50, 61], 'role': '地点'}]}, {'type': '介绍/引荐', 'offset': [125, 131], 'trigger': '发表主旨演讲', 'arguments': [{'mention': '第二届ESG全球领导者峰会', 'offset': [0, 13], 'role': '活动名称'}, {'mention': '新浪财经和中信出版集团', 'offset': [50, 61], 'role': '地点'}]}]",
,2022-06-28
"[{'type': '投资', 'offset': [25, 27], 'trigger': '融资', 'arguments': [{'mention': '股权', 'offset': [33, 35], 'role': '股份股权转让-collateral'}, {'mention': '绿色股票', 'offset': [84, 88], 'role': '股份股权转让-target-company'}]}]",
,2022-06-28
[],
,2022-06-28
"[{'type': '减持', 'offset': [106, 108], 'trigger': '减排', 'arguments': [{'mention': '碳减排量', 'offset': [105, 109], 'role': '股份股权转让-collateral'}, {'mention': '广州碳排放权交易中心', 'offset': [121, 131], 'role': '股份股权转让-obj-org'}, {'mention': '交通银行股份有限公司广州绿色金融改革创新试验区花都分行', 'offset': [0, 27], 'role': '股份股权转让-target-company'}]}]",
,2022-06-28
"[{'type': '支付/给付', 'offset': [84, 86], 'trigger': '支付', 'arguments': [{'mention': '2022年5月', 'offset': [127, 134], 'role': '时间'}, {'mention': '《绿色支付助力碳中和目标》', 'offset': [183, 196], 'role': '发布产品'}, {'mention': '中央财经大学绿色金融国际研究院与腾讯动员数十位跨领域专家学者', 'offset': [135, 165], 'role': '发布方'}]}]",
,2022-06-28
"[{'type': '要求/请求', 'offset': [35, 36], 'trigger': '请', 'arguments': [{'mention': '中共中央宣传部', 'offset': [6, 13], 'role': '约谈发起方'}, {'mention': '中国证券监督管理委员会副主席李超', 'offset': [69, 85], 'role': '约谈对象'}, {'mention': '中国银行保险监督管理委员会副主席肖远企', 'offset': [49, 68], 'role': '约谈对象'}, {'mention': '中国人民银行副行长陈雨露', 'offset': [36, 48], 'role': '约谈对象'}, {'mention': '6月23日', 'offset': [0, 5], 'role': '时间'}, {'mention': '国家外汇管理局副局长、新闻发言人王春英', 'offset': [86, 105], 'role': '约谈对象'}]}, {'type': '介绍/引荐', 'offset': [105, 107], 'trigger': '介绍', 'arguments': [{'mention': '6月23日', 'offset': [0, 5], 'role': '时间'}, {'mention': '国家外汇管理局副局长、新闻发言人王春英', 'offset': [86, 105], 'role': '约谈对象'}, {'mention': '中共中央宣传部', 'offset': [6, 13], 'role': '约谈发起方'}, {'mention': '中国证券监督管理委员会副主席李超', 'offset': [69, 85], 'role': '约谈对象'}, {'mention': '中国银行保险监督管理委员会副主席肖远企', 'offset': [49, 68], 'role': '约谈对象'}, {'mention': '中国人民银行副行长陈雨露', 'offset': [36, 48], 'role': '约谈对象'}]}]",
,2022-06-28
"[{'type': '介绍/引荐', 'offset': [12, 14], 'trigger': '发布', 'arguments': [{'mention': '6月27日', 'offset': [0, 5], 'role': '时间'}, {'mention': '360数科', 'offset': [7, 12], 'role': '发布方'}]}]",
,2022-06-27
"[{'type': '放贷', 'offset': [28, 30], 'trigger': '贷款', 'arguments': [{'mention': '6月24日', 'offset': [75, 80], 'role': '时间'}, {'mention': '中国人民银行乌鲁木齐中心支行', 'offset': [84, 98], 'role': '发布方'}, {'mention': '碳减排支持工具', 'offset': [9, 16], 'role': '发布产品'}]}]",
,2022-06-27
[],
,2022-06-27
[],
,2022-06-27
"[{'type': '同意/接受', 'offset': [81, 83], 'trigger': '支持', 'arguments': [{'mention': '全国碳金融中心', 'offset': [35, 42], 'role': '投资-obj'}, {'mention': '武汉市人民政府', 'offset': [17, 24], 'role': '投资-sub'}]}, {'type': '支付/给付', 'offset': [203, 205], 'trigger': '结算', 'arguments': [{'mention': '全国碳金融中心', 'offset': [35, 42], 'role': '投资-obj'}, {'mention': '武汉市人民政府', 'offset': [17, 24], 'role': '投资-sub'}]}]",
,2022-06-27
"[{'type': '减持', 'offset': [67, 69], 'trigger': '减量', 'arguments': [{'mention': '本周', 'offset': [137, 139], 'role': '时间'}, {'mention': '天然气', 'offset': [58, 61], 'role': '降价物'}]}]",
,2022-06-27
"[{'type': '减持', 'offset': [1, 3], 'trigger': '减排', 'arguments': [{'mention': '中农工', 'offset': [234, 237], 'role': '股份股权转让-obj-org'}, {'mention': '突破1700亿元', 'offset': [202, 210], 'role': '股份股权转让-money'}, {'mention': '一季度', 'offset': [95, 98], 'role': '股份股权转让-date'}, {'mention': '中农工', 'offset': [234, 237], 'role': '股份股权转让-target-company'}]}]",
,2022-06-27
[],
,2022-06-24
"[{'type': '介绍/引荐', 'offset': [542, 544], 'trigger': '介绍', 'arguments': [{'mention': '深业上城城市云客厅', 'offset': [54, 63], 'role': '地点'}, {'mention': '6月22日下午', 'offset': [0, 7], 'role': '时间'}]}]",
,2022-06-24
"[{'type': '介绍/引荐', 'offset': [474, 476], 'trigger': '介绍', 'arguments': [{'mention': '495亿元', 'offset': [130, 135], 'role': '融资金额'}, {'mention': '6月21日', 'offset': [0, 5], 'role': '时间'}, {'mention': '10家绿色发展项目业主代表', 'offset': [94, 107], 'role': '融资方'}]}]",
,2022-06-23
"[{'type': '投资', 'offset': [88, 90], 'trigger': '投资', 'arguments': [{'mention': '无锡市滨湖国有资本投资有限公司', 'offset': [79, 94], 'role': '投资-sub'}, {'mention': '国家能源集团资本控股', 'offset': [3, 13], 'role': '投资-sub'}, {'mention': '交银国际控股有限公司', 'offset': [68, 78], 'role': '投资-sub'}, {'mention': '无锡交能绿色科技基金', 'offset': [36, 46], 'role': '投资-obj'}]}]",
,2022-06-23
"[{'type': '签订合同/订立协议', 'offset': [47, 49], 'trigger': '签订', 'arguments': [{'mention': '数字人民币研发试点', 'offset': [213, 222], 'role': '发布产品'}, {'mention': '6月22日', 'offset': [0, 5], 'role': '时间'}, {'mention': '中国人民银行数字货币研究所', 'offset': [34, 47], 'role': '发布方'}]}]",
,2022-06-23
"[{'type': '投资', 'offset': [36, 38], 'trigger': '投资', 'arguments': [{'mention': '2022年', 'offset': [196, 201], 'role': '投资-date'}, {'mention': '深交所', 'offset': [0, 3], 'role': '投资-sub'}, {'mention': '保障性租赁住房', 'offset': [245, 252], 'role': '投资-obj'}]}, {'type': '股份股权转让', 'offset': [55, 57], 'trigger': '上市', 'arguments': [{'mention': '深交所', 'offset': [0, 3], 'role': '投资-sub'}, {'mention': '保障性租赁住房', 'offset': [245, 252], 'role': '投资-obj'}, {'mention': '2022年', 'offset': [196, 201], 'role': '投资-date'}]}]",
,2022-06-23
"[{'type': '通知/提醒', 'offset': [277, 279], 'trigger': '上报', 'arguments': [{'mention': '去年6月21日', 'offset': [267, 274], 'role': '时间'}, {'mention': '博时招商蛇口产业园', 'offset': [280, 289], 'role': '上市企业'}]}, {'type': '要求/请求', 'offset': [171, 173], 'trigger': '要求', 'arguments': [{'mention': '去年6月21日', 'offset': [267, 274], 'role': '时间'}, {'mention': '博时招商蛇口产业园', 'offset': [280, 289], 'role': '上市企业'}]}]",
,2022-06-22
"[{'type': '投资', 'offset': [84, 86], 'trigger': '投资', 'arguments': [{'mention': '国信证券', 'offset': [195, 199], 'role': '投资-sub'}, {'mention': '鹏华基金', 'offset': [206, 210], 'role': '投资-sub'}, {'mention': '深圳能源REIT', 'offset': [15, 23], 'role': '投资-obj'}]}, {'type': '要求/请求', 'offset': [13, 15], 'trigger': '准予', 'arguments': [{'mention': '鹏华基金', 'offset': [206, 210], 'role': '投资-sub'}, {'mention': '深圳能源REIT', 'offset': [15, 23], 'role': '投资-obj'}, {'mention': '国信证券', 'offset': [195, 199], 'role': '投资-sub'}]}]",
,2022-06-22
[],
,2022-06-22
"[{'type': '质押', 'offset': [51, 53], 'trigger': '质押', 'arguments': [{'mention': '青岛某热力有限公司', 'offset': [31, 40], 'role': '质押-sub-org'}, {'mention': '1000万元', 'offset': [42, 48], 'role': '质押-money'}, {'mention': '排污权', 'offset': [48, 51], 'role': '质押-collateral'}, {'mention': '青岛农商银行', 'offset': [22, 28], 'role': '质押-sub-org'}]}]",
,2022-06-22
"[{'type': '通知/提醒', 'offset': [69, 71], 'trigger': '发布', 'arguments': [{'mention': '格拉斯哥净零排放金融联盟', 'offset': [6, 18], 'role': '发布方'}, {'mention': '框架草案', 'offset': [80, 84], 'role': '发布产品'}]}, {'type': '组织/安排', 'offset': [160, 162], 'trigger': '成立', 'arguments': [{'mention': '格拉斯哥净零排放金融联盟', 'offset': [6, 18], 'role': '发布方'}, {'mention': '框架草案', 'offset': [80, 84], 'role': '发布产品'}]}]",
,2022-06-22
"[{'type': '放贷', 'offset': [18, 20], 'trigger': '贷款', 'arguments': [{'mention': '人民银行武汉分行', 'offset': [35, 43], 'role': '发布方'}, {'mention': '碳减排支持工具和支持煤炭清洁高效利用专项再贷款两项专项工具', 'offset': [194, 223], 'role': '发布产品'}, {'mention': '去年底', 'offset': [183, 186], 'role': '时间'}]}]",
,2022-06-22
